bedrooms,bathrooms,square_footage,lot_size_acres,year_built,garage_spaces,property_type,neighborhood_quality,school_rating,crime_rate_index,distance_to_downtown_miles,has_pool,has_renovation,tax_assessed_value,days_on_market,listing_description,price
5,6,2309,0.06,2004,1,3,4,10.0,5.28,7.2,0,0,493909,32,"This luxurious property offers waterfront location with private dock. The home showcases expansive master suite with walk-in closet alongside expansive master suite with walk-in closet. Welcome to this exquisite home featuring gleaming hardwood floors throughout. Every detail reflects exceptional craftsmanship and design. The home showcases state-of-the-art smart home system alongside chef's kitchen with professional-grade appliances. Welcome to this impeccable home featuring state-of-the-art smart home system. The home showcases resort-style pool and outdoor entertaining area alongside gleaming hardwood floors throughout. This elegant property offers private wine cellar. Close to parks, shopping, and public transportation options. Minutes from downtown with a straightforward commute. The home has four bedrooms and two bathrooms.",561406
1,1,872,0.5,2010,0,0,2,4.0,6.3,3.2,0,0,69979,2,A compact home with motivated seller offering below market value. The home needs work but provides cosmetic updates needed throughout. Don't overlook this functional opportunity featuring tremendous potential for the right buyer. The home needs work but provides price reduced for a quick sale. A convenient home with a true handyman special. Don't overlook this solid opportunity featuring a true handyman special. This affordable property offers motivated seller offering below market value. The property sits on a private lot in an established neighborhood. The home has four bedrooms and one bathrooms.,84818
3,4,1386,0.28,1943,0,3,1,8.1,6.32,6.6,0,0,72742,28,"Attention investors: functional property with price reduced for a quick sale. This well-located property offers a true handyman special. Don't overlook this solid opportunity featuring cosmetic updates needed throughout. Attention investors: convenient property with solid bones and a good structural foundation. Located in the east district area with easy access to major highways. Close to parks, shopping, and public transportation options.",80000
3,3,1692,0.32,2006,3,0,5,6.1,1.14,9.6,0,0,320689,110,"Welcome to this breathtaking home featuring gleaming hardwood floors throughout. Every detail reflects magnificent craftsmanship and design. Rarely available, this stunning residence boasts gleaming hardwood floors throughout. The home showcases state-of-the-art smart home system alongside chef's kitchen with professional-grade appliances. Every detail reflects prestigious craftsmanship and design. This impeccable property offers resort-style pool and outdoor entertaining area. Located in the west village area with easy access to major highways. Close to parks, shopping, and public transportation options.",359608
3,3,1684,0.21,1969,2,3,4,8.4,2.74,0.5,1,1,269611,38,"Rarely available, this impeccable residence boasts chef's kitchen with professional-grade appliances. Welcome to this elegant home featuring gourmet kitchen with marble countertops. Enjoy resort-style pool and outdoor entertaining area in this prestigious estate. This elegant property offers expansive master suite with walk-in closet. Rarely available, this prestigious residence boasts chef's kitchen with professional-grade appliances. The home has five bedrooms and one bathrooms. The property sits on a standard-sized lot in an established neighborhood.",334404
2,2,500,0.17,1957,2,2,1,6.1,6.91,11.5,0,1,70714,29,"Don't overlook this affordable opportunity featuring tremendous potential for the right buyer. A solid home with motivated seller offering below market value. Priced to sell, this compact home has large lot with future development potential. The home needs work but provides solid bones and a good structural foundation. A functional home with cosmetic updates needed throughout. Attention investors: well-located property with motivated seller offering below market value. Minutes from downtown with a straightforward commute. Located in the central area with easy access to major highways. Minutes from downtown with a straightforward commute.",80000
5,5,2260,0.07,2018,2,3,2,5.4,5.82,29.4,0,0,228789,12,"Don't miss this delightful opportunity with separate dining room and living area. This spacious home features separate dining room and living area. Featuring large fenced backyard, this updated home is perfect for families. Don't miss this move-in ready opportunity with recently updated kitchen and bathrooms. This move-in ready home features new roof installed within the last five years. The property includes separate dining room and living area and sits on a charming lot. Welcome to this charming property with ample storage and closet space. The property sits on a standard-sized lot in an established neighborhood. Located in the west village area with easy access to major highways.",256874
3,3,1853,0.47,1998,0,1,2,5.9,7.81,11.0,0,0,74276,2,"Priced to sell, this solid home has motivated seller offering below market value. Don't overlook this well-located opportunity featuring solid bones and a good structural foundation. This economical property offers tremendous potential for the right buyer. Priced to sell, this practical home has price reduced for a quick sale. Attention investors: solid property with large lot with future development potential. A modest home with great location despite needing some TLC. Priced to sell, this solid home has solid bones and a good structural foundation. This convenient property offers tremendous potential for the right buyer. The home has four bedrooms and one bathrooms. Located in the west village area with easy access to major highways.",80000
5,4,2110,0.89,1967,0,2,1,5.8,5.17,6.3,0,0,207093,1,Welcome to this updated property with ample storage and closet space. This updated home features quiet tree-lined street. Welcome to this comfortable property with ample storage and closet space. Don't miss this charming opportunity with family-friendly neighborhood with good schools. This well-maintained home features recently updated kitchen and bathrooms. Welcome to this appealing property with quiet tree-lined street. A comfortable residence offering convenient location near shops and restaurants. This attractive home features recently updated kitchen and bathrooms. The property sits on a well-landscaped lot in an established neighborhood. Minutes from downtown with a straightforward commute.,218940
2,3,1122,0.7,1984,1,0,1,9.3,7.76,34.5,1,0,74570,8,"This functional property offers great location despite needing some TLC. A practical home with a true handyman special. This affordable property offers ideal for investors or first-time homebuyers. The home needs work but provides cosmetic updates needed throughout. Priced to sell, this affordable home has cosmetic updates needed throughout. Don't overlook this solid opportunity featuring sold strictly as-is condition. A well-located home with price reduced for a quick sale. Attention investors: solid property with a true handyman special. Priced to sell, this solid home has solid bones and a good structural foundation. Minutes from downtown with a straightforward commute. Close to parks, shopping, and public transportation options.",94353
4,3,2071,0.19,1931,0,2,2,8.1,7.31,2.3,0,1,236273,11,"The property includes ample storage and closet space and sits on a delightful lot. Welcome to this appealing property with convenient location near shops and restaurants. This charming home features open floor plan with abundant natural light. Featuring large fenced backyard, this inviting home is perfect for families. Welcome to this attractive property with convenient location near shops and restaurants. Don't miss this appealing opportunity with recently updated kitchen and bathrooms. An updated residence offering family-friendly neighborhood with good schools. Located in the north side area with easy access to major highways. Close to parks, shopping, and public transportation options.",271644
3,4,1583,0.17,2010,1,3,3,6.2,4.48,20.5,0,0,235325,22,"This exquisite property offers expansive master suite with walk-in closet. Enjoy panoramic views of the surrounding landscape in this prestigious estate. Rarely available, this stunning residence boasts waterfront location with private dock. Enjoy chef's kitchen with professional-grade appliances in this elegant estate. Every detail reflects exquisite craftsmanship and design. Rarely available, this exceptional residence boasts custom-built cabinetry and designer finishes. This luxurious property offers spa-inspired master bathroom. Enjoy grand foyer with soaring ceilings in this breathtaking estate. This breathtaking property offers expansive master suite with walk-in closet. The property sits on a level lot in an established neighborhood. Minutes from downtown with a straightforward commute.",327128
5,5,1919,0.22,2017,0,1,4,9.6,1.83,5.5,0,1,405678,36,Enjoy state-of-the-art smart home system in this sophisticated estate. This magnificent property offers private wine cellar. Enjoy state-of-the-art smart home system in this breathtaking estate. Every detail reflects breathtaking craftsmanship and design. This prestigious property offers custom-built cabinetry and designer finishes. Every detail reflects luxurious craftsmanship and design. Located in the east district area with easy access to major highways. The property sits on a corner lot in an established neighborhood.,530335
3,3,2324,0.14,1985,2,1,2,6.1,3.41,0.5,0,1,285253,12,"The home showcases chef's kitchen with professional-grade appliances alongside expansive master suite with walk-in closet. Welcome to this stunning home featuring panoramic views of the surrounding landscape. Every detail reflects breathtaking craftsmanship and design. Enjoy spa-inspired master bathroom in this magnificent estate. Every detail reflects luxurious craftsmanship and design. Rarely available, this prestigious residence boasts state-of-the-art smart home system. Enjoy expansive master suite with walk-in closet in this luxurious estate. Close to parks, shopping, and public transportation options. Minutes from downtown with a straightforward commute.",350680
3,2,1479,0.12,1986,2,2,2,8.5,3.81,1.1,0,1,147161,32,"This spacious home features recently updated kitchen and bathrooms. Featuring convenient location near shops and restaurants, this move-in ready home is perfect for families. Don't miss this spacious opportunity with open floor plan with abundant natural light. The property includes open floor plan with abundant natural light and sits on an attractive lot. The property sits on a standard-sized lot in an established neighborhood.",194390
2,1,1387,0.14,1960,2,3,5,9.1,0.29,4.5,0,0,225231,1,"Welcome to this well-maintained property with convenient location near shops and restaurants. Featuring convenient location near shops and restaurants, this delightful home is perfect for families. A spacious residence offering family-friendly neighborhood with good schools. Welcome to this inviting property with recently updated kitchen and bathrooms. Featuring large fenced backyard, this inviting home is perfect for families. A well-maintained residence offering fresh interior paint and new carpet. The home has four bedrooms and two bathrooms. Close to parks, shopping, and public transportation options. Minutes from downtown with a straightforward commute.",261808
2,2,1417,0.13,1961,1,2,3,10.0,6.02,4.7,1,1,94248,18,"Welcome to this magnificent home featuring chef's kitchen with professional-grade appliances. The home showcases custom-built cabinetry and designer finishes alongside custom-built cabinetry and designer finishes. Enjoy spa-inspired master bathroom in this exquisite estate. Rarely available, this impeccable residence boasts private wine cellar. Every detail reflects luxurious craftsmanship and design. Enjoy state-of-the-art smart home system in this magnificent estate. Every detail reflects impeccable craftsmanship and design. Enjoy chef's kitchen with professional-grade appliances in this luxurious estate.",116909
4,3,1385,0.08,1961,1,0,4,7.1,0.3,4.6,0,0,296140,2,"Welcome to this stunning home featuring chef's kitchen with professional-grade appliances. The home showcases custom-built cabinetry and designer finishes alongside custom-built cabinetry and designer finishes. Every detail reflects sophisticated craftsmanship and design. This impeccable property offers gleaming hardwood floors throughout. Rarely available, this breathtaking residence boasts expansive master suite with walk-in closet. The home showcases grand foyer with soaring ceilings alongside panoramic views of the surrounding landscape. Welcome to this sophisticated home featuring resort-style pool and outdoor entertaining area. Rarely available, this sophisticated residence boasts grand foyer with soaring ceilings. Close to parks, shopping, and public transportation options. The home has two bedrooms and two and a half bathrooms.",401975
6,6,2457,0.26,2022,1,2,4,8.8,1.87,3.3,0,0,563143,112,"Enjoy custom-built cabinetry and designer finishes in this magnificent estate. Rarely available, this impeccable residence boasts gleaming hardwood floors throughout. Welcome to this stunning home featuring private wine cellar. Rarely available, this impeccable residence boasts waterfront location with private dock. The home showcases chef's kitchen with professional-grade appliances alongside state-of-the-art smart home system. Every detail reflects luxurious craftsmanship and design. Welcome to this luxurious home featuring panoramic views of the surrounding landscape. Rarely available, this sophisticated residence boasts resort-style pool and outdoor entertaining area. The home has two bedrooms and two bathrooms. Located in the south end area with easy access to major highways.",716096
3,4,2326,0.75,1989,0,2,3,9.2,2.39,8.6,0,0,230544,1,An attractive residence offering separate dining room and living area. The property includes large fenced backyard and sits on a spacious lot. An inviting residence offering large fenced backyard. This charming home features new roof installed within the last five years. The property includes recently updated kitchen and bathrooms and sits on a delightful lot. The home has four bedrooms and two and a half bathrooms. Located in the central area with easy access to major highways.,257057
5,5,2051,0.25,1964,1,1,4,7.2,3.53,3.6,1,0,408312,26,"Every detail reflects impeccable craftsmanship and design. Rarely available, this impeccable residence boasts gleaming hardwood floors throughout. Welcome to this exceptional home featuring waterfront location with private dock. The home showcases gourmet kitchen with marble countertops alongside spa-inspired master bathroom. This breathtaking property offers waterfront location with private dock. Every detail reflects sophisticated craftsmanship and design. The home has four bedrooms and three bathrooms. The property sits on a generous lot in an established neighborhood.",463153
4,4,1849,0.13,1996,0,0,4,8.6,4.27,1.1,0,0,323182,108,"The home showcases private wine cellar alongside chef's kitchen with professional-grade appliances. This exquisite property offers resort-style pool and outdoor entertaining area. The home showcases custom-built cabinetry and designer finishes alongside waterfront location with private dock. Enjoy grand foyer with soaring ceilings in this impeccable estate. This elegant property offers gourmet kitchen with marble countertops. Every detail reflects magnificent craftsmanship and design. Close to parks, shopping, and public transportation options. The home has four bedrooms and one bathrooms. Close to parks, shopping, and public transportation options.",396764
3,4,1724,0.11,1996,0,3,1,5.6,6.14,6.6,0,0,91137,45,"The home needs work but provides motivated seller offering below market value. A compact home with tremendous potential for the right buyer. Priced to sell, this well-located home has tremendous potential for the right buyer. An affordable home with a true handyman special. Priced to sell, this practical home has ideal for investors or first-time homebuyers. Close to parks, shopping, and public transportation options. The home has four bedrooms and two bathrooms.",97235
6,5,2638,0.07,2022,1,3,5,8.6,0.75,1.8,0,0,797965,58,"Enjoy spa-inspired master bathroom in this luxurious estate. Welcome to this elegant home featuring expansive master suite with walk-in closet. The home showcases chef's kitchen with professional-grade appliances alongside private wine cellar. Rarely available, this exceptional residence boasts expansive master suite with walk-in closet. The home showcases waterfront location with private dock alongside panoramic views of the surrounding landscape. Welcome to this luxurious home featuring gleaming hardwood floors throughout. Close to parks, shopping, and public transportation options. Located in the suburban area with easy access to major highways.",855711
2,2,1110,0.12,1940,3,3,4,8.7,4.26,1.9,0,0,105511,1,"Priced to sell, this modest home has solid bones and a good structural foundation. Don't overlook this affordable opportunity featuring motivated seller offering below market value. A well-located home with large lot with future development potential. Attention investors: well-located property with motivated seller offering below market value. Priced to sell, this practical home has sold strictly as-is condition. An economical home with price reduced for a quick sale. This convenient property offers a true handyman special. Priced to sell, this practical home has large lot with future development potential. The property sits on a standard-sized lot in an established neighborhood.",113272
3,3,1294,0.45,2018,2,0,2,5.0,3.22,10.3,1,0,158230,6,"Don't miss this delightful opportunity with family-friendly neighborhood with good schools. The property includes recently updated kitchen and bathrooms and sits on an appealing lot. Featuring ample storage and closet space, this comfortable home is perfect for families. This comfortable home features fresh interior paint and new carpet. Featuring large fenced backyard, this delightful home is perfect for families. The property includes open floor plan with abundant natural light and sits on an appealing lot. This well-maintained home features fresh interior paint and new carpet. A comfortable residence offering separate dining room and living area. Close to parks, shopping, and public transportation options. The home has four bedrooms and one bathrooms. Minutes from downtown with a straightforward commute.",213737
5,6,2186,0.41,1939,2,3,4,8.5,1.94,0.5,0,0,246594,12,"The home showcases chef's kitchen with professional-grade appliances alongside gourmet kitchen with marble countertops. This magnificent property offers custom-built cabinetry and designer finishes. Every detail reflects impeccable craftsmanship and design. The home showcases waterfront location with private dock alongside expansive master suite with walk-in closet. Every detail reflects impeccable craftsmanship and design. This magnificent property offers waterfront location with private dock. The home showcases resort-style pool and outdoor entertaining area alongside spa-inspired master bathroom. Enjoy gourmet kitchen with marble countertops in this stunning estate. Close to parks, shopping, and public transportation options. The property sits on a private lot in an established neighborhood.",324840
3,4,1540,0.3,1998,2,3,2,4.6,3.92,11.7,1,1,209856,10,"Featuring new roof installed within the last five years, this updated home is perfect for families. The property includes quiet tree-lined street and sits on a well-maintained lot. Featuring large fenced backyard, this attractive home is perfect for families. This appealing home features recently updated kitchen and bathrooms. The home has five bedrooms and one bathrooms. Located in the central area with easy access to major highways.",239972
5,5,2411,0.1,1940,3,2,3,9.3,5.35,4.3,0,0,271040,14,"This exquisite property offers gourmet kitchen with marble countertops. The home showcases spa-inspired master bathroom alongside grand foyer with soaring ceilings. This stunning property offers resort-style pool and outdoor entertaining area. Enjoy chef's kitchen with professional-grade appliances in this elegant estate. This impeccable property offers waterfront location with private dock. The home showcases state-of-the-art smart home system alongside private wine cellar. Close to parks, shopping, and public transportation options. The property sits on a private lot in an established neighborhood.",365602
4,3,2125,0.37,1989,0,1,2,7.2,5.32,3.4,1,0,286779,11,"This luxurious property offers grand foyer with soaring ceilings. Rarely available, this elegant residence boasts state-of-the-art smart home system. Every detail reflects luxurious craftsmanship and design. Welcome to this exceptional home featuring panoramic views of the surrounding landscape. Enjoy spa-inspired master bathroom in this exceptional estate. The home showcases spa-inspired master bathroom alongside chef's kitchen with professional-grade appliances. Every detail reflects luxurious craftsmanship and design. Close to parks, shopping, and public transportation options. Located in the west village area with easy access to major highways.",319542
4,4,1708,0.53,2017,3,2,3,6.0,7.11,14.4,0,0,189558,52,"A well-maintained residence offering new roof installed within the last five years. Featuring quiet tree-lined street, this spacious home is perfect for families. An appealing residence offering recently updated kitchen and bathrooms. The property includes new roof installed within the last five years and sits on an attractive lot. This appealing home features family-friendly neighborhood with good schools. A spacious residence offering new roof installed within the last five years. The property includes large fenced backyard and sits on an attractive lot. Welcome to this charming property with quiet tree-lined street. Minutes from downtown with a straightforward commute. Close to parks, shopping, and public transportation options.",248765
6,6,2220,1.07,1995,0,3,1,4.8,5.4,1.2,0,0,405164,12,"Every detail reflects sophisticated craftsmanship and design. Welcome to this exceptional home featuring waterfront location with private dock. The home showcases state-of-the-art smart home system alongside state-of-the-art smart home system. Every detail reflects stunning craftsmanship and design. Rarely available, this exquisite residence boasts resort-style pool and outdoor entertaining area. The home showcases spa-inspired master bathroom alongside chef's kitchen with professional-grade appliances. The property sits on a corner lot in an established neighborhood.",483953
2,2,966,0.31,2008,0,0,4,9.4,2.26,11.7,0,1,170392,16,"The property includes ample storage and closet space and sits on an attractive lot. Featuring ample storage and closet space, this updated home is perfect for families. Don't miss this inviting opportunity with convenient location near shops and restaurants. Featuring quiet tree-lined street, this comfortable home is perfect for families. A well-maintained residence offering large fenced backyard. The property sits on a corner lot in an established neighborhood. Close to parks, shopping, and public transportation options.",212775
3,2,1833,1.03,1963,3,1,5,8.8,3.28,2.4,0,1,332768,14,"The home showcases grand foyer with soaring ceilings alongside private wine cellar. This luxurious property offers panoramic views of the surrounding landscape. Rarely available, this elegant residence boasts grand foyer with soaring ceilings. Every detail reflects sophisticated craftsmanship and design. This exquisite property offers panoramic views of the surrounding landscape. The home showcases gourmet kitchen with marble countertops alongside state-of-the-art smart home system. The property sits on a generous lot in an established neighborhood. Close to parks, shopping, and public transportation options.",364019
5,5,2692,0.06,2008,2,1,4,10.0,1.03,9.1,0,1,639484,18,"Rarely available, this exquisite residence boasts gourmet kitchen with marble countertops. Enjoy spa-inspired master bathroom in this elegant estate. Rarely available, this exceptional residence boasts panoramic views of the surrounding landscape. This luxurious property offers gleaming hardwood floors throughout. Rarely available, this luxurious residence boasts chef's kitchen with professional-grade appliances. The home has three bedrooms and one bathrooms. Minutes from downtown with a straightforward commute.",838465
6,5,2647,1.36,2015,1,0,5,7.7,0.1,0.5,0,0,1012084,2,"Enjoy private wine cellar in this exquisite estate. Rarely available, this magnificent residence boasts expansive master suite with walk-in closet. Every detail reflects elegant craftsmanship and design. Enjoy waterfront location with private dock in this breathtaking estate. Every detail reflects magnificent craftsmanship and design. Minutes from downtown with a straightforward commute. The home has two bedrooms and three bathrooms. Close to parks, shopping, and public transportation options.",1199145
5,6,2231,1.07,1922,1,0,2,8.9,3.54,4.1,1,0,391146,29,"This prestigious property offers gourmet kitchen with marble countertops. Welcome to this elegant home featuring spa-inspired master bathroom. Enjoy state-of-the-art smart home system in this sophisticated estate. The home showcases private wine cellar alongside custom-built cabinetry and designer finishes. Every detail reflects breathtaking craftsmanship and design. Rarely available, this exceptional residence boasts panoramic views of the surrounding landscape. Enjoy waterfront location with private dock in this luxurious estate. This breathtaking property offers gourmet kitchen with marble countertops. Minutes from downtown with a straightforward commute. The home has four bedrooms and one bathrooms.",483472
2,1,1539,0.19,1956,3,2,5,9.3,2.56,6.9,0,1,269597,7,"Rarely available, this prestigious residence boasts resort-style pool and outdoor entertaining area. This luxurious property offers panoramic views of the surrounding landscape. Rarely available, this luxurious residence boasts panoramic views of the surrounding landscape. Welcome to this exceptional home featuring grand foyer with soaring ceilings. The home showcases spa-inspired master bathroom alongside expansive master suite with walk-in closet. Every detail reflects stunning craftsmanship and design. This impeccable property offers panoramic views of the surrounding landscape. Located in the central area with easy access to major highways. Minutes from downtown with a straightforward commute.",373283
5,4,2622,0.17,1931,0,2,1,6.0,4.02,2.2,0,0,170938,67,"Attention investors: convenient property with sold strictly as-is condition. Priced to sell, this well-located home has motivated seller offering below market value. A solid home with sold strictly as-is condition. Attention investors: well-located property with price reduced for a quick sale. Priced to sell, this practical home has price reduced for a quick sale.",209523
4,4,2200,1.19,2000,2,3,3,9.2,6.91,1.2,0,0,424896,12,"Enjoy gleaming hardwood floors throughout in this exquisite estate. The home showcases custom-built cabinetry and designer finishes alongside spa-inspired master bathroom. This stunning property offers panoramic views of the surrounding landscape. Welcome to this prestigious home featuring gleaming hardwood floors throughout. The home showcases gleaming hardwood floors throughout alongside grand foyer with soaring ceilings. Welcome to this magnificent home featuring waterfront location with private dock. Rarely available, this exquisite residence boasts panoramic views of the surrounding landscape. Enjoy resort-style pool and outdoor entertaining area in this breathtaking estate. The property sits on a generous lot in an established neighborhood. Minutes from downtown with a straightforward commute.",477913
2,2,1151,0.22,1922,3,3,4,7.8,1.61,9.0,1,1,158843,37,"The home needs work but provides large lot with future development potential. Don't overlook this convenient opportunity featuring cosmetic updates needed throughout. Attention investors: cozy property with sold strictly as-is condition. The home needs work but provides sold strictly as-is condition. Attention investors: convenient property with cosmetic updates needed throughout. Priced to sell, this compact home has solid bones and a good structural foundation. Close to parks, shopping, and public transportation options. The home has five bedrooms and one bathrooms.",167246
4,4,1678,0.22,1923,0,3,3,9.3,3.65,8.6,0,0,112579,212,An economical home with tremendous potential for the right buyer. This modest property offers sold strictly as-is condition. The home needs work but provides sold strictly as-is condition. Attention investors: convenient property with cosmetic updates needed throughout. The home has three bedrooms and one bathrooms. The property sits on a well-landscaped lot in an established neighborhood.,142098
3,3,1630,0.26,2000,0,1,5,8.7,1.52,1.7,0,1,256359,39,"Welcome to this elegant home featuring gourmet kitchen with marble countertops. The home showcases state-of-the-art smart home system alongside spa-inspired master bathroom. This stunning property offers expansive master suite with walk-in closet. The home showcases spa-inspired master bathroom alongside waterfront location with private dock. Every detail reflects stunning craftsmanship and design. The home showcases gourmet kitchen with marble countertops alongside chef's kitchen with professional-grade appliances. Rarely available, this elegant residence boasts grand foyer with soaring ceilings. Minutes from downtown with a straightforward commute. The home has five bedrooms and two and a half bathrooms.",363275
3,3,1669,0.28,1927,0,1,2,6.5,7.77,15.6,0,0,62268,23,The home showcases chef's kitchen with professional-grade appliances alongside grand foyer with soaring ceilings. Enjoy gourmet kitchen with marble countertops in this impeccable estate. The home showcases expansive master suite with walk-in closet alongside gleaming hardwood floors throughout. Welcome to this prestigious home featuring state-of-the-art smart home system. This exceptional property offers gourmet kitchen with marble countertops.,84766
3,3,1545,0.49,2005,1,1,4,6.7,0.1,18.5,0,0,192493,27,Don't miss this delightful opportunity with ample storage and closet space. The property includes family-friendly neighborhood with good schools and sits on an attractive lot. This spacious home features separate dining room and living area. A charming residence offering large fenced backyard. Don't miss this well-maintained opportunity with large fenced backyard. An inviting residence offering large fenced backyard. Don't miss this charming opportunity with open floor plan with abundant natural light. A well-maintained residence offering quiet tree-lined street. Don't miss this appealing opportunity with recently updated kitchen and bathrooms. The property sits on a generous lot in an established neighborhood. The home has four bedrooms and two bathrooms.,248620
5,5,2734,0.24,1932,1,3,3,7.4,6.04,1.4,0,1,233806,30,"Featuring large fenced backyard, this appealing home is perfect for families. Welcome to this move-in ready property with convenient location near shops and restaurants. Don't miss this appealing opportunity with fresh interior paint and new carpet. The property sits on a corner lot in an established neighborhood. Minutes from downtown with a straightforward commute.",277161
4,4,1815,0.15,1973,0,2,4,7.8,4.75,2.7,0,0,224596,3,"An appealing residence offering convenient location near shops and restaurants. The property includes recently updated kitchen and bathrooms and sits on a charming lot. Don't miss this inviting opportunity with large fenced backyard. The property includes large fenced backyard and sits on a move-in ready lot. This inviting home features ample storage and closet space. An attractive residence offering quiet tree-lined street. Featuring ample storage and closet space, this inviting home is perfect for families. Close to parks, shopping, and public transportation options. The home has five bedrooms and two and a half bathrooms.",295137
5,4,2107,0.2,1935,2,1,4,6.2,0.34,15.0,0,0,275348,35,"Rarely available, this elegant residence boasts private wine cellar. Enjoy state-of-the-art smart home system in this luxurious estate. Every detail reflects prestigious craftsmanship and design. The home showcases gourmet kitchen with marble countertops alongside grand foyer with soaring ceilings. The property sits on a private lot in an established neighborhood. The home has four bedrooms and two and a half bathrooms.",393135
5,6,1831,0.36,1995,3,0,5,10.0,0.45,33.3,0,1,445895,47,This breathtaking property offers panoramic views of the surrounding landscape. Every detail reflects exceptional craftsmanship and design. Welcome to this breathtaking home featuring state-of-the-art smart home system. The home showcases chef's kitchen with professional-grade appliances alongside waterfront location with private dock. This elegant property offers waterfront location with private dock. Enjoy gleaming hardwood floors throughout in this magnificent estate. Welcome to this magnificent home featuring gourmet kitchen with marble countertops. Minutes from downtown with a straightforward commute. Located in the suburban area with easy access to major highways.,622406
4,4,2068,0.44,1957,2,0,1,4.2,9.45,2.8,0,0,95923,17,"Priced to sell, this affordable home has cosmetic updates needed throughout. Don't overlook this economical opportunity featuring great location despite needing some TLC. Attention investors: economical property with solid bones and a good structural foundation. A well-located home with large lot with future development potential. Don't overlook this convenient opportunity featuring solid bones and a good structural foundation. Priced to sell, this convenient home has cosmetic updates needed throughout. Minutes from downtown with a straightforward commute. The property sits on a level lot in an established neighborhood.",135814
2,1,1001,0.16,2014,1,0,1,5.3,8.13,1.9,1,0,66129,43,Don't overlook this convenient opportunity featuring tremendous potential for the right buyer. A practical home with tremendous potential for the right buyer. Attention investors: compact property with tremendous potential for the right buyer. An affordable home with solid bones and a good structural foundation. Don't overlook this solid opportunity featuring sold strictly as-is condition. A practical home with cosmetic updates needed throughout. Don't overlook this well-located opportunity featuring price reduced for a quick sale. A cozy home with sold strictly as-is condition. The property sits on a private lot in an established neighborhood.,80000
5,6,2229,0.68,1921,2,0,5,8.7,3.54,3.7,0,0,529169,30,"Attention investors: well-located property with motivated seller offering below market value. Priced to sell, this practical home has large lot with future development potential. Don't overlook this practical opportunity featuring price reduced for a quick sale. Attention investors: practical property with ideal for investors or first-time homebuyers. This solid property offers solid bones and a good structural foundation. Attention investors: functional property with great location despite needing some TLC.",567005
3,4,1986,0.55,1921,2,2,4,6.1,3.35,7.9,0,1,186579,7,"Welcome to this inviting property with large fenced backyard. Don't miss this spacious opportunity with new roof installed within the last five years. This appealing home features recently updated kitchen and bathrooms. The property includes fresh interior paint and new carpet and sits on a comfortable lot. This well-maintained home features family-friendly neighborhood with good schools. Don't miss this move-in ready opportunity with recently updated kitchen and bathrooms. The property includes open floor plan with abundant natural light and sits on an attractive lot. Close to parks, shopping, and public transportation options. Minutes from downtown with a straightforward commute. Close to parks, shopping, and public transportation options.",211366
3,3,998,0.43,2004,0,3,4,6.9,3.14,5.8,1,0,131917,5,"Welcome to this comfortable property with fresh interior paint and new carpet. Don't miss this charming opportunity with quiet tree-lined street. This charming home features open floor plan with abundant natural light. Featuring ample storage and closet space, this attractive home is perfect for families. This attractive home features fresh interior paint and new carpet. The property sits on a generous lot in an established neighborhood. Close to parks, shopping, and public transportation options.",180451
2,2,1065,1.34,1943,2,2,3,7.7,4.46,6.0,0,0,94780,34,"Priced to sell, this practical home has price reduced for a quick sale. Attention investors: compact property with sold strictly as-is condition. The home needs work but provides sold strictly as-is condition. Priced to sell, this solid home has price reduced for a quick sale. The home needs work but provides price reduced for a quick sale. A convenient home with ideal for investors or first-time homebuyers. Don't overlook this compact opportunity featuring sold strictly as-is condition. The home needs work but provides ideal for investors or first-time homebuyers. The property sits on a well-landscaped lot in an established neighborhood. Close to parks, shopping, and public transportation options.",104462
2,1,1623,1.4,1935,0,1,2,5.7,5.71,17.9,0,0,71956,43,"A well-located home with solid bones and a good structural foundation. Attention investors: well-located property with tremendous potential for the right buyer. Priced to sell, this solid home has sold strictly as-is condition. A practical home with sold strictly as-is condition. This convenient property offers tremendous potential for the right buyer. A cozy home with motivated seller offering below market value. This functional property offers a true handyman special. Minutes from downtown with a straightforward commute. The home has five bedrooms and two bathrooms. Minutes from downtown with a straightforward commute.",80000
6,5,2692,0.22,2003,0,1,1,8.4,8.49,1.1,0,0,223082,93,"An attractive residence offering separate dining room and living area. This appealing home features fresh interior paint and new carpet. Welcome to this updated property with family-friendly neighborhood with good schools. This attractive home features fresh interior paint and new carpet. Featuring open floor plan with abundant natural light, this delightful home is perfect for families. The property sits on a private lot in an established neighborhood. Minutes from downtown with a straightforward commute.",276265
3,4,1893,0.6,1985,0,0,5,8.1,0.52,28.8,1,1,498763,4,"Enjoy grand foyer with soaring ceilings in this exquisite estate. Every detail reflects magnificent craftsmanship and design. Enjoy chef's kitchen with professional-grade appliances in this luxurious estate. Rarely available, this magnificent residence boasts resort-style pool and outdoor entertaining area. Minutes from downtown with a straightforward commute. The home has three bedrooms and one bathrooms.",574625
