budget_millions,runtime_minutes,genre_primary,sequel_number,director_avg_gross,lead_actor_avg_gross,studio_tier,release_month,is_holiday_release,mpaa_rating,num_theaters_opening,marketing_spend_millions,critic_score_pre_release,social_media_buzz_index,plot_summary,worldwide_gross_millions
49.8,103,0,0,88.3,23.1,1,1,0,3,2793,28.0,45,25.0,A former soldier is pulled back into action when an old enemy resurfaces. A battle-hardened warrior leads a desperate mission into enemy territory. The hero must fight through waves of adversaries to reach the stronghold. The film delivers an enjoyable blend of tension and emotional resonance. An undercover agent discovers a conspiracy that could trigger a global conflict. A squad of fighters defends a besieged city against overwhelming forces. A battle-hardened warrior leads a desperate mission into enemy territory. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. The hero must fight through waves of adversaries to reach the stronghold.,38.0
82.6,122,2,0,101.3,32.9,0,3,0,0,2758,27.1,72,18.1,Strong character development elevates the story above familiar territory. The engaging story balances humor and heart with well-crafted pacing. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. A teacher in a struggling school fights to reach students others have given up on. The engaging story balances humor and heart with well-crafted pacing.,43.6
52.9,99,5,0,6.8,61.1,1,2,0,0,2666,35.0,42,25.2,"The stakes are enormous, and the payoff is nothing short of spectacular. A young hero embarks on a magical quest to save an enchanted kingdom. A lost animal travels across a colorful world to find its way back home. A young hero embarks on a magical quest to save an enchanted kingdom. A sweeping score accompanies the visually stunning world-building. The story builds to a spectacular climax of epic proportions. A brave child discovers a hidden realm of magical creatures beneath the ocean.",50.5
24.7,99,5,0,59.4,25.3,0,1,0,1,1975,12.5,50,151.8,A sweeping score accompanies the visually stunning world-building. A lost animal travels across a colorful world to find its way back home. A young hero embarks on a magical quest to save an enchanted kingdom. Unlikely friends from different worlds team up to defeat a powerful sorcerer. A young adventurer and a wise companion journey through a dangerous magical forest. A young hero embarks on a magical quest to save an enchanted kingdom. The globe-spanning adventure takes audiences on a monumental journey. A young hero embarks on a magical quest to save an enchanted kingdom. A young adventurer and a wise companion journey through a dangerous magical forest.,55.0
37.3,119,1,0,11.9,5.0,1,6,1,0,1325,20.3,42,50.6,A family road trip goes hilariously wrong at every possible turn. A hapless roommate tries to impress a date while everything falls apart. An office worker gets tangled in a series of escalating misunderstandings. The avant-garde visual style creates a meditative atmosphere throughout. A family road trip goes hilariously wrong at every possible turn. A raw and unflinching look at ordinary life in extraordinary circumstances. An office worker gets tangled in a series of escalating misunderstandings.,20.9
32.7,122,4,0,464.4,2.7,1,2,0,3,2265,22.3,33,141.4,"The film delivers an enjoyable blend of tension and emotional resonance. A scientist races to prevent a catastrophic experiment from unraveling reality. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. Compelling performances anchor this entertaining and accessible film. In a dystopian future, an android questions the nature of its own existence.",29.7
144.4,117,6,0,20.4,58.9,1,12,1,2,3103,54.6,38,52.1,An operative deep undercover realizes the people she trusts are the real threat. A sweeping score accompanies the visually stunning world-building. An analyst stumbles upon evidence of a conspiracy that could topple the government. The globe-spanning adventure takes audiences on a monumental journey. A sweeping score accompanies the visually stunning world-building. An analyst stumbles upon evidence of a conspiracy that could topple the government. A witness to a crime is drawn into the criminal underworld's most dangerous game. The story builds to a spectacular climax of epic proportions. A cyber operative races against time to stop an imminent attack on infrastructure.,64.5
50.8,98,5,2,6.5,39.5,1,4,0,1,3213,27.8,36,29.9,The saga continues as The globe-spanning adventure takes audiences on a monumental journey. A group of toys comes to life and must protect their owner from a shadowy villain. A lost animal travels across a colorful world to find its way back home. The globe-spanning adventure takes audiences on a monumental journey. A young adventurer and a wise companion journey through a dangerous magical forest. Breathtaking visual effects and thrilling set pieces drive the narrative forward. Massive action sequences and explosive confrontations define this blockbuster spectacle. A sweeping score accompanies the visually stunning world-building. A young hero embarks on a magical quest to save an enchanted kingdom.,73.4
98.1,103,1,0,54.2,60.7,1,8,0,2,2646,73.4,44,35.6,A couple navigates the awkward world of meeting each other's parents. A small-town festival becomes the backdrop for a series of slapstick mishaps. A group of misfit friends accidentally ruins the most important wedding of the year. A family road trip goes hilariously wrong at every possible turn. A group of misfit friends accidentally ruins the most important wedding of the year. The story builds to a spectacular climax of epic proportions. An accidental mix-up at a high school reunion leads to comedic chaos. A family road trip goes hilariously wrong at every possible turn. An accidental mix-up at a high school reunion leads to comedic chaos.,68.6
23.2,123,7,1,93.3,13.8,0,11,1,3,2559,18.2,53,83.0,"In the latest installment, A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. Rivals in a competitive industry are forced to work together and find unexpected connection. Childhood friends rediscover each other years later in a small seaside village. A chance encounter at a Paris bookshop changes two lives forever. Childhood friends rediscover each other years later in a small seaside village.",31.9
23.6,129,6,0,26.5,20.1,2,4,0,2,1420,17.3,48,17.9,"Breathtaking visual effects and thrilling set pieces drive the narrative forward. A witness to a crime is drawn into the criminal underworld's most dangerous game. A journalist investigating a corporate scandal becomes a target of powerful forces. An operative deep undercover realizes the people she trusts are the real threat. A political cover-up unravels as key players begin to turn on each other. The stakes are enormous, and the payoff is nothing short of spectacular. Breathtaking visual effects and thrilling set pieces drive the narrative forward. A cyber operative races against time to stop an imminent attack on infrastructure.",25.9
22.8,121,2,0,7.3,33.5,1,7,1,1,1801,8.2,93,172.1,"A raw and unflinching look at ordinary life in extraordinary circumstances. A family confronts long-buried secrets that threaten to tear them apart. The quiet, introspective approach emphasizes mood over spectacle. A family confronts long-buried secrets that threaten to tear them apart. The avant-garde visual style creates a meditative atmosphere throughout. A survivor returns to a small town to face the trauma of the past. A raw and unflinching look at ordinary life in extraordinary circumstances. An intimate character study unfolds at a contemplative and deliberate pace.",10.9
11.5,88,2,1,19.6,36.7,0,2,0,3,2290,7.8,49,8.9,"In the latest installment, A couple grapples with a devastating diagnosis that changes everything. The avant-garde visual style creates a meditative atmosphere throughout. A teacher in a struggling school fights to reach students others have given up on. A family confronts long-buried secrets that threaten to tear them apart. The quiet dissolution of a marriage is examined from both perspectives. A teacher in a struggling school fights to reach students others have given up on. A survivor returns to a small town to face the trauma of the past. A raw and unflinching look at ordinary life in extraordinary circumstances. A family confronts long-buried secrets that threaten to tear them apart.",16.3
17.3,129,1,1,38.7,133.4,1,9,0,3,2361,5.3,44,38.8,"In the latest installment, An office worker gets tangled in a series of escalating misunderstandings. Understated performances convey deep emotion through restraint and silence. An intimate character study unfolds at a contemplative and deliberate pace. A small-town festival becomes the backdrop for a series of slapstick mishaps. A family road trip goes hilariously wrong at every possible turn. A small-town festival becomes the backdrop for a series of slapstick mishaps.",23.3
55.9,108,6,2,58.7,192.0,0,8,0,3,2064,34.8,53,21.7,The saga continues as An analyst stumbles upon evidence of a conspiracy that could topple the government. A witness to a crime is drawn into the criminal underworld's most dangerous game. A journalist investigating a corporate scandal becomes a target of powerful forces. A political cover-up unravels as key players begin to turn on each other. Massive action sequences and explosive confrontations define this blockbuster spectacle. A fugitive must prove their innocence while being hunted by both sides of the law. A political cover-up unravels as key players begin to turn on each other. Breathtaking visual effects and thrilling set pieces drive the narrative forward.,102.7
90.9,135,5,2,43.4,91.3,1,11,1,3,3384,49.9,51,23.0,"In the latest installment, A lost animal travels across a colorful world to find its way back home. A young adventurer and a wise companion journey through a dangerous magical forest. An imaginative child brings a fantastical world to life and must defend it. Massive action sequences and explosive confrontations define this blockbuster spectacle. Unlikely friends from different worlds team up to defeat a powerful sorcerer. A group of toys comes to life and must protect their owner from a shadowy villain. The globe-spanning adventure takes audiences on a monumental journey. Unlikely friends from different worlds team up to defeat a powerful sorcerer.",145.8
83.4,124,6,0,120.8,36.4,1,12,1,2,2142,28.2,64,29.6,A witness to a crime is drawn into the criminal underworld's most dangerous game. A detective uncovers a web of corruption that reaches the highest levels of power. A witness to a crime is drawn into the criminal underworld's most dangerous game. A cyber operative races against time to stop an imminent attack on infrastructure.,84.1
79.2,75,5,2,21.5,52.0,1,7,1,1,2630,50.8,38,47.0,"Once again, A young hero embarks on a magical quest to save an enchanted kingdom. A plucky creature discovers it has a special destiny to restore balance to the realm. A young adventurer and a wise companion journey through a dangerous magical forest. An imaginative child brings a fantastical world to life and must defend it. Breathtaking visual effects and thrilling set pieces drive the narrative forward. The globe-spanning adventure takes audiences on a monumental journey. A young hero embarks on a magical quest to save an enchanted kingdom. A lost animal travels across a colorful world to find its way back home.",120.3
76.8,122,1,0,186.5,2.3,2,5,0,3,2223,47.2,80,12.2,A small-town festival becomes the backdrop for a series of slapstick mishaps. The film delivers an enjoyable blend of tension and emotional resonance. Compelling performances anchor this entertaining and accessible film. An office worker gets tangled in a series of escalating misunderstandings. A couple navigates the awkward world of meeting each other's parents. Two rival neighbors compete in an absurd contest that spirals out of control. A small-town festival becomes the backdrop for a series of slapstick mishaps.,36.7
51.2,109,0,0,15.4,1.2,1,3,0,2,3560,32.1,84,7.7,The film delivers an enjoyable blend of tension and emotional resonance. Compelling performances anchor this entertaining and accessible film. Intriguing twists keep the audience invested from beginning to end. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. An elite special forces team is deployed to neutralize a growing threat. Strong character development elevates the story above familiar territory.,39.4
129.1,117,4,1,112.4,95.6,0,4,0,2,3433,71.7,52,79.0,"In the latest installment, In a dystopian future, an android questions the nature of its own existence. Massive action sequences and explosive confrontations define this blockbuster spectacle. A crew aboard a deep-space vessel encounters an alien signal that defies explanation. Breathtaking visual effects and thrilling set pieces drive the narrative forward. A quantum physicist accidentally opens a gateway to an alternate timeline. Massive action sequences and explosive confrontations define this blockbuster spectacle. The globe-spanning adventure takes audiences on a monumental journey. A scientist races to prevent a catastrophic experiment from unraveling reality. Breathtaking visual effects and thrilling set pieces drive the narrative forward.",86.3
32.0,75,4,1,19.7,18.4,1,4,0,3,1609,21.7,87,155.9,"The saga continues as The stakes are enormous, and the payoff is nothing short of spectacular. The globe-spanning adventure takes audiences on a monumental journey. The story builds to a spectacular climax of epic proportions. In a dystopian future, an android questions the nature of its own existence. An astronaut stranded on an alien world must find a way to survive and return home. Massive action sequences and explosive confrontations define this blockbuster spectacle.",53.3
79.6,95,0,0,154.8,79.3,2,3,0,1,1739,46.7,36,35.7,A former soldier is pulled back into action when an old enemy resurfaces. A rogue operative pursues a weapons dealer across three continents. A sweeping score accompanies the visually stunning world-building. A rogue operative pursues a weapons dealer across three continents. Massive action sequences and explosive confrontations define this blockbuster spectacle. A battle-hardened warrior leads a desperate mission into enemy territory. The hero must fight through waves of adversaries to reach the stronghold. The story builds to a spectacular climax of epic proportions.,112.3
30.5,129,7,1,65.0,20.0,2,4,0,1,2612,22.9,45,20.6,"Returning for another chapter, Neighbors in a charming apartment building find romance through shared misadventures. Two strangers fall in love during an unexpected summer on the coast. Intriguing twists keep the audience invested from beginning to end. The engaging story balances humor and heart with well-crafted pacing. Strong character development elevates the story above familiar territory. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. Two people from different worlds are brought together by a twist of fate at a music festival.",42.0
57.1,75,4,0,46.9,13.5,2,7,1,1,2676,17.6,80,63.0,A space station crew faces a mysterious threat that picks them off one by one. Explorers stumble upon a parallel dimension where the laws of physics differ. An astronaut stranded on an alien world must find a way to survive and return home. A scientist races to prevent a catastrophic experiment from unraveling reality. The film delivers an enjoyable blend of tension and emotional resonance. Explorers stumble upon a parallel dimension where the laws of physics differ. An astronaut stranded on an alien world must find a way to survive and return home. The film delivers an enjoyable blend of tension and emotional resonance.,34.6
24.7,107,7,0,39.2,63.7,1,7,1,3,1820,13.9,74,55.6,Neighbors in a charming apartment building find romance through shared misadventures. Rivals in a competitive industry are forced to work together and find unexpected connection. A chance encounter at a Paris bookshop changes two lives forever. Two strangers fall in love during an unexpected summer on the coast. The film delivers an enjoyable blend of tension and emotional resonance.,37.6
31.0,95,4,1,37.6,20.1,2,6,1,2,2517,17.3,57,57.5,The franchise returns as A quantum physicist accidentally opens a gateway to an alternate timeline. An astronaut stranded on an alien world must find a way to survive and return home. Compelling performances anchor this entertaining and accessible film. Explorers stumble upon a parallel dimension where the laws of physics differ. Strong character development elevates the story above familiar territory. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion.,44.9
300.0,128,6,0,27.6,219.3,1,11,1,3,4356,200.0,69,78.5,A journalist investigating a corporate scandal becomes a target of powerful forces. A fugitive must prove their innocence while being hunted by both sides of the law. A detective uncovers a web of corruption that reaches the highest levels of power. A sweeping score accompanies the visually stunning world-building. The globe-spanning adventure takes audiences on a monumental journey. A sweeping score accompanies the visually stunning world-building. The globe-spanning adventure takes audiences on a monumental journey. A journalist investigating a corporate scandal becomes a target of powerful forces. The story builds to a spectacular climax of epic proportions.,141.0
127.6,112,7,0,36.3,44.4,1,10,0,2,3612,78.8,55,5.0,Childhood friends rediscover each other years later in a small seaside village. Breathtaking visual effects and thrilling set pieces drive the narrative forward. Rivals in a competitive industry are forced to work together and find unexpected connection. Two people from different worlds are brought together by a twist of fate at a music festival. Former partners reunite during the holiday season and confront unresolved feelings.,58.9
37.1,113,6,0,42.7,64.2,0,8,0,3,2221,25.0,70,76.4,A fugitive must prove their innocence while being hunted by both sides of the law. An intimate character study unfolds at a contemplative and deliberate pace. The avant-garde visual style creates a meditative atmosphere throughout. The experimental narrative challenges conventional storytelling in subtle ways. A raw and unflinching look at ordinary life in extraordinary circumstances. The experimental narrative challenges conventional storytelling in subtle ways. The avant-garde visual style creates a meditative atmosphere throughout.,27.5
95.4,101,2,1,442.9,54.3,0,5,0,3,2659,69.5,22,34.7,"In the latest installment, A sweeping score accompanies the visually stunning world-building. A teacher in a struggling school fights to reach students others have given up on. The quiet dissolution of a marriage is examined from both perspectives. An artist must choose between personal ambition and the people who depend on her. Massive action sequences and explosive confrontations define this blockbuster spectacle. The quiet dissolution of a marriage is examined from both perspectives. The stakes are enormous, and the payoff is nothing short of spectacular. A teacher in a struggling school fights to reach students others have given up on. The story builds to a spectacular climax of epic proportions.",66.0
88.9,105,1,0,43.1,56.5,0,8,0,2,2151,37.4,27,37.5,A group of misfit friends accidentally ruins the most important wedding of the year. Intriguing twists keep the audience invested from beginning to end. Compelling performances anchor this entertaining and accessible film. An accidental mix-up at a high school reunion leads to comedic chaos. A hapless roommate tries to impress a date while everything falls apart. Two rival neighbors compete in an absurd contest that spirals out of control. Intriguing twists keep the audience invested from beginning to end. A group of misfit friends accidentally ruins the most important wedding of the year.,38.6
28.6,113,3,1,99.5,64.6,1,4,0,0,2382,9.9,53,18.7,"In the latest installment, The engaging story balances humor and heart with well-crafted pacing. The film delivers an enjoyable blend of tension and emotional resonance. The engaging story balances humor and heart with well-crafted pacing. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. The film delivers an enjoyable blend of tension and emotional resonance. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion.",30.5
18.6,104,0,1,47.7,33.1,0,11,1,3,2015,11.7,49,22.0,"The saga continues as The globe-spanning adventure takes audiences on a monumental journey. Massive action sequences and explosive confrontations define this blockbuster spectacle. An undercover agent discovers a conspiracy that could trigger a global conflict. A former soldier is pulled back into action when an old enemy resurfaces. The story builds to a spectacular climax of epic proportions. Breathtaking visual effects and thrilling set pieces drive the narrative forward. An elite special forces team is deployed to neutralize a growing threat. A squad of fighters defends a besieged city against overwhelming forces. The stakes are enormous, and the payoff is nothing short of spectacular.",53.2
6.7,177,2,0,113.6,23.4,1,11,1,1,2278,2.7,33,58.0,A teacher in a struggling school fights to reach students others have given up on. The quiet dissolution of a marriage is examined from both perspectives. The avant-garde visual style creates a meditative atmosphere throughout. The experimental narrative challenges conventional storytelling in subtle ways. An intimate character study unfolds at a contemplative and deliberate pace. The avant-garde visual style creates a meditative atmosphere throughout. An immigrant family navigates the challenges of building a new life.,13.5
24.7,122,5,0,115.6,147.1,1,11,1,3,2416,18.1,29,41.9,A brave child discovers a hidden realm of magical creatures beneath the ocean. A young hero embarks on a magical quest to save an enchanted kingdom. The engaging story balances humor and heart with well-crafted pacing. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion.,45.7
53.5,75,7,2,33.7,9.7,0,9,0,2,2217,18.3,28,14.1,"Once again, Two strangers fall in love during an unexpected summer on the coast. The story builds to a spectacular climax of epic proportions. A chance encounter at a Paris bookshop changes two lives forever. Breathtaking visual effects and thrilling set pieces drive the narrative forward. Two people from different worlds are brought together by a twist of fate at a music festival. Breathtaking visual effects and thrilling set pieces drive the narrative forward.",65.8
33.8,131,7,0,42.8,4.3,1,3,0,3,2890,26.0,47,28.9,"Childhood friends rediscover each other years later in a small seaside village. The quiet, introspective approach emphasizes mood over spectacle. Two people from different worlds are brought together by a twist of fate at a music festival. The experimental narrative challenges conventional storytelling in subtle ways. The avant-garde visual style creates a meditative atmosphere throughout. Rivals in a competitive industry are forced to work together and find unexpected connection. An intimate character study unfolds at a contemplative and deliberate pace. Two strangers fall in love during an unexpected summer on the coast. Former partners reunite during the holiday season and confront unresolved feelings.",27.1
61.3,91,1,0,37.5,18.5,1,9,0,1,2014,40.4,80,47.2,"An accidental mix-up at a high school reunion leads to comedic chaos. The quiet, introspective approach emphasizes mood over spectacle. The experimental narrative challenges conventional storytelling in subtle ways. The avant-garde visual style creates a meditative atmosphere throughout. An office worker gets tangled in a series of escalating misunderstandings. Two rival neighbors compete in an absurd contest that spirals out of control. A group of misfit friends accidentally ruins the most important wedding of the year.",52.9
12.4,90,1,0,389.4,11.1,1,4,0,2,1005,9.5,58,13.5,Strong character development elevates the story above familiar territory. Two rival neighbors compete in an absurd contest that spirals out of control. The film delivers an enjoyable blend of tension and emotional resonance. An accidental mix-up at a high school reunion leads to comedic chaos. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion.,28.5
4.9,118,5,1,53.6,164.8,0,12,1,0,1852,1.7,53,37.1,The globe-spanning adventure takes audiences on a monumental journey. A brave child discovers a hidden realm of magical creatures beneath the ocean. Unlikely friends from different worlds team up to defeat a powerful sorcerer. A group of toys comes to life and must protect their owner from a shadowy villain. Massive action sequences and explosive confrontations define this blockbuster spectacle. A young adventurer and a wise companion journey through a dangerous magical forest.,16.2
2.5,138,1,2,9.6,36.0,1,5,0,1,2447,1.7,68,39.6,"A couple navigates the awkward world of meeting each other's parents. Breathtaking visual effects and thrilling set pieces drive the narrative forward. The stakes are enormous, and the payoff is nothing short of spectacular. An office worker gets tangled in a series of escalating misunderstandings. An accidental mix-up at a high school reunion leads to comedic chaos.",16.4
39.8,153,7,0,54.5,8.4,1,9,0,0,1763,27.6,48,34.4,"Two strangers fall in love during an unexpected summer on the coast. Neighbors in a charming apartment building find romance through shared misadventures. Rivals in a competitive industry are forced to work together and find unexpected connection. The quiet, introspective approach emphasizes mood over spectacle. A couple separated by circumstance must decide if love is worth the distance.",23.7
23.4,98,2,0,35.7,72.0,0,2,0,2,2543,13.0,70,19.1,A community rallies together in the aftermath of an unexpected tragedy. The engaging story balances humor and heart with well-crafted pacing. The quiet dissolution of a marriage is examined from both perspectives. Strong character development elevates the story above familiar territory. The quiet dissolution of a marriage is examined from both perspectives. An artist must choose between personal ambition and the people who depend on her. The engaging story balances humor and heart with well-crafted pacing. The quiet dissolution of a marriage is examined from both perspectives.,30.2
14.8,111,7,2,23.8,33.9,0,7,1,2,2153,9.3,50,18.1,"Returning for another chapter, A couple separated by circumstance must decide if love is worth the distance. Two strangers fall in love during an unexpected summer on the coast. Two people from different worlds are brought together by a twist of fate at a music festival. Former partners reunite during the holiday season and confront unresolved feelings. Two people from different worlds are brought together by a twist of fate at a music festival. A couple separated by circumstance must decide if love is worth the distance. Childhood friends rediscover each other years later in a small seaside village.",26.0
23.2,76,2,0,28.1,18.3,1,9,0,0,2168,9.6,45,16.7,A family confronts long-buried secrets that threaten to tear them apart. The quiet dissolution of a marriage is examined from both perspectives. A survivor returns to a small town to face the trauma of the past. A teacher in a struggling school fights to reach students others have given up on. A family confronts long-buried secrets that threaten to tear them apart.,24.4
48.1,151,3,0,34.6,74.4,1,10,0,2,2055,24.9,42,46.5,"A family moves into a remote farmhouse where something sinister waits. Breathtaking visual effects and thrilling set pieces drive the narrative forward. A haunted artifact passes between victims, each confronting their deepest fears. A sweeping score accompanies the visually stunning world-building. A group of college students discovers an ancient evil beneath an abandoned asylum. A sweeping score accompanies the visually stunning world-building. Breathtaking visual effects and thrilling set pieces drive the narrative forward. A sweeping score accompanies the visually stunning world-building.",61.1
73.4,82,6,0,41.4,24.9,1,2,0,2,2186,30.4,81,15.3,Massive action sequences and explosive confrontations define this blockbuster spectacle. A witness to a crime is drawn into the criminal underworld's most dangerous game. An analyst stumbles upon evidence of a conspiracy that could topple the government. The globe-spanning adventure takes audiences on a monumental journey. An analyst stumbles upon evidence of a conspiracy that could topple the government. The story builds to a spectacular climax of epic proportions. A political cover-up unravels as key players begin to turn on each other. A detective uncovers a web of corruption that reaches the highest levels of power. A political cover-up unravels as key players begin to turn on each other.,61.1
19.8,140,0,2,200.2,127.2,1,12,1,3,1641,10.2,49,53.0,"The saga continues as An elite special forces team is deployed to neutralize a growing threat. Breathtaking visual effects and thrilling set pieces drive the narrative forward. A squad of fighters defends a besieged city against overwhelming forces. Explosive combat sequences unfold across a post-apocalyptic wasteland. The stakes are enormous, and the payoff is nothing short of spectacular. The hero must fight through waves of adversaries to reach the stronghold. The stakes are enormous, and the payoff is nothing short of spectacular. A battle-hardened warrior leads a desperate mission into enemy territory.",50.9
150.0,120,4,0,39.0,112.3,1,12,1,3,3046,58.3,49,279.9,A crew aboard a deep-space vessel encounters an alien signal that defies explanation. An astronaut stranded on an alien world must find a way to survive and return home. Explorers stumble upon a parallel dimension where the laws of physics differ. Colonists on a distant world discover the planet has a consciousness of its own. A quantum physicist accidentally opens a gateway to an alternate timeline. The globe-spanning adventure takes audiences on a monumental journey.,87.5
29.1,124,6,1,78.7,6.1,0,1,0,3,2069,17.6,53,19.2,"In the latest installment, A detective uncovers a web of corruption that reaches the highest levels of power. Intriguing twists keep the audience invested from beginning to end. A journalist investigating a corporate scandal becomes a target of powerful forces. An analyst stumbles upon evidence of a conspiracy that could topple the government. The film delivers an enjoyable blend of tension and emotional resonance. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. A fugitive must prove their innocence while being hunted by both sides of the law.",34.7
58.2,87,6,1,500.0,70.1,1,3,0,0,1545,18.5,69,50.3,"Returning for another chapter, Strong character development elevates the story above familiar territory. Compelling performances anchor this entertaining and accessible film. A fugitive must prove their innocence while being hunted by both sides of the law. A political cover-up unravels as key players begin to turn on each other. An analyst stumbles upon evidence of a conspiracy that could topple the government. The engaging story balances humor and heart with well-crafted pacing. A political cover-up unravels as key players begin to turn on each other. The engaging story balances humor and heart with well-crafted pacing. Compelling performances anchor this entertaining and accessible film.",44.7
96.9,140,6,0,7.6,7.7,1,2,0,0,3755,44.7,60,27.4,A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. Intriguing twists keep the audience invested from beginning to end. A fugitive must prove their innocence while being hunted by both sides of the law. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. Intriguing twists keep the audience invested from beginning to end. Strong character development elevates the story above familiar territory. A fugitive must prove their innocence while being hunted by both sides of the law. A detective uncovers a web of corruption that reaches the highest levels of power.,30.8
19.8,95,4,1,119.9,7.7,0,8,0,2,2826,9.2,39,38.4,The franchise returns as An astronaut stranded on an alien world must find a way to survive and return home. A space station crew faces a mysterious threat that picks them off one by one. An astronaut stranded on an alien world must find a way to survive and return home. Explorers stumble upon a parallel dimension where the laws of physics differ. Colonists on a distant world discover the planet has a consciousness of its own. A scientist races to prevent a catastrophic experiment from unraveling reality.,30.7
33.1,122,7,0,31.2,129.2,1,7,1,3,1712,17.7,58,128.6,Former partners reunite during the holiday season and confront unresolved feelings. Compelling performances anchor this entertaining and accessible film. Two strangers fall in love during an unexpected summer on the coast. Compelling performances anchor this entertaining and accessible film. Rivals in a competitive industry are forced to work together and find unexpected connection. Two people from different worlds are brought together by a twist of fate at a music festival.,36.5
48.2,141,4,0,332.5,77.0,0,2,0,0,2416,16.9,46,70.2,A raw and unflinching look at ordinary life in extraordinary circumstances. A scientist races to prevent a catastrophic experiment from unraveling reality. Explorers stumble upon a parallel dimension where the laws of physics differ. A scientist races to prevent a catastrophic experiment from unraveling reality. An astronaut stranded on an alien world must find a way to survive and return home. The experimental narrative challenges conventional storytelling in subtle ways.,52.2
10.5,106,3,1,61.2,30.4,1,2,0,0,2235,6.1,37,39.3,"Returning for another chapter, A haunted artifact passes between victims, each confronting their deepest fears. A group of college students discovers an ancient evil beneath an abandoned asylum. A couple on a secluded vacation discovers they are being watched. The engaging story balances humor and heart with well-crafted pacing. The film delivers an enjoyable blend of tension and emotional resonance.",29.4
8.7,119,4,1,17.7,3.3,1,1,0,0,2777,5.4,38,55.7,"Once again, The avant-garde visual style creates a meditative atmosphere throughout. A quantum physicist accidentally opens a gateway to an alternate timeline. A crew aboard a deep-space vessel encounters an alien signal that defies explanation. The experimental narrative challenges conventional storytelling in subtle ways. The quiet, introspective approach emphasizes mood over spectacle. Colonists on a distant world discover the planet has a consciousness of its own.",11.2
79.2,109,6,0,10.4,28.1,1,9,0,3,3012,62.0,48,32.7,Intriguing twists keep the audience invested from beginning to end. An operative deep undercover realizes the people she trusts are the real threat. The film delivers an enjoyable blend of tension and emotional resonance. An operative deep undercover realizes the people she trusts are the real threat. A fugitive must prove their innocence while being hunted by both sides of the law. A witness to a crime is drawn into the criminal underworld's most dangerous game.,47.8
22.6,75,4,2,76.2,77.1,0,10,0,3,2350,7.6,79,13.1,"The saga continues as The engaging story balances humor and heart with well-crafted pacing. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. Intriguing twists keep the audience invested from beginning to end. A crew aboard a deep-space vessel encounters an alien signal that defies explanation. A quantum physicist accidentally opens a gateway to an alternate timeline. An astronaut stranded on an alien world must find a way to survive and return home. The film delivers an enjoyable blend of tension and emotional resonance. In a dystopian future, an android questions the nature of its own existence. A scientist races to prevent a catastrophic experiment from unraveling reality.",33.4
20.0,127,3,0,30.8,27.5,0,6,1,2,2273,13.9,14,9.9,"An investigator probing mysterious disappearances becomes the next target. The quiet, introspective approach emphasizes mood over spectacle. A couple on a secluded vacation discovers they are being watched. A family moves into a remote farmhouse where something sinister waits. A couple on a secluded vacation discovers they are being watched. A group of college students discovers an ancient evil beneath an abandoned asylum. A raw and unflinching look at ordinary life in extraordinary circumstances.",22.5
96.9,98,6,1,21.3,37.0,0,9,0,1,3798,66.2,40,17.6,The saga continues as A fugitive must prove their innocence while being hunted by both sides of the law. The story builds to a spectacular climax of epic proportions. Massive action sequences and explosive confrontations define this blockbuster spectacle. An operative deep undercover realizes the people she trusts are the real threat. The globe-spanning adventure takes audiences on a monumental journey. Breathtaking visual effects and thrilling set pieces drive the narrative forward. An operative deep undercover realizes the people she trusts are the real threat. A cyber operative races against time to stop an imminent attack on infrastructure.,56.2
26.4,90,5,1,107.9,133.1,2,9,0,0,2025,20.8,46,26.5,"Returning for another chapter, Intriguing twists keep the audience invested from beginning to end. A group of toys comes to life and must protect their owner from a shadowy villain. Intriguing twists keep the audience invested from beginning to end. The engaging story balances humor and heart with well-crafted pacing. A young hero embarks on a magical quest to save an enchanted kingdom. An imaginative child brings a fantastical world to life and must defend it.",31.8
9.0,95,0,0,43.1,5.8,1,4,0,1,2627,5.3,66,12.7,A rogue operative pursues a weapons dealer across three continents. Understated performances convey deep emotion through restraint and silence. An elite special forces team is deployed to neutralize a growing threat. Explosive combat sequences unfold across a post-apocalyptic wasteland. A rogue operative pursues a weapons dealer across three continents. A former soldier is pulled back into action when an old enemy resurfaces. Understated performances convey deep emotion through restraint and silence. A rogue operative pursues a weapons dealer across three continents. A battle-hardened warrior leads a desperate mission into enemy territory.,27.6
