product_type,company_size,prior_complaints_against_company,consumer_age_bracket,state_regulatory_strictness,days_since_incident,monetary_loss_reported,company_response_time_days,previously_disputed,is_repeat_complaint,submission_channel,complaint_narrative,severity
2,1,1,3,4,61,26.98,1.0,0,0,2,I have a question about my interest rate related to my account. I received a monthly statement and the transaction date seems incorrect. Could someone explain the overdraft protection policies associated with my savings account? I was confused by an unfamiliar charge of a few dollars on my last billing cycle. I have attached supporting documentation for your review. My account number ends in 6693.,Low
3,2,5,3,3,6,32458.56,36.2,0,0,1,I am reporting deceptive lending that has caused ongoing harm that will continue without regulatory intervention. The company's systematic refusal to provide required disclosures constitutes a violation of UDAAP provisions under Dodd-Frank. This appears to be a case of predatory servicing that affects hundreds of affected consumers in my community. The deceptive lending I experienced appears to be indicative of a company-wide compliance failure. I am reporting discriminatory pricing that has caused devastating financial consequences for dozens of families. I have attached supporting documentation for your review. I am submitting this complaint through the federal portal.,Critical
1,2,6,3,4,3,5979.75,16.2,1,1,2,Evidence suggests elder financial abuse across hundreds of affected consumers in my community. The company's deliberate falsification of account records constitutes a violation of the Truth in Lending Act. I am filing this complaint under the Truth in Lending Act due to repeated targeting of protected classes. The deceptive lending I experienced appears to be not an isolated incident but a deliberate business strategy. I would appreciate a prompt response to this matter. My account number ends in 9954.,Critical
1,1,7,1,3,45,38.58,5.4,0,0,2,I believe the company engaged in predatory targeting of vulnerable populations targeting non-English-speaking immigrants. Evidence suggests discriminatory lending practices across a widespread pattern across multiple states. I am filing this complaint under UDAAP provisions under Dodd-Frank due to deliberate falsification of account records. Evidence suggests deceptive loan origination practices across hundreds of affected consumers in my community. I am reporting deceptive lending that has caused ongoing harm that will continue without regulatory intervention.,Medium
5,2,1,2,2,19,39.74,5.1,0,0,2,The deceptive lending I experienced appears to be indicative of a company-wide compliance failure. Evidence suggests predatory targeting of vulnerable populations across numerous borrowers who have filed similar complaints. I am reporting abusive account practices that has caused irreparable harm to the credit histories of vulnerable consumers. Evidence suggests deliberate regulatory violations across numerous borrowers who have filed similar complaints. I believe the company engaged in elder financial abuse targeting non-English-speaking immigrants.,Low
2,2,12,3,1,7,19849.0,13.0,1,1,1,I am reporting abusive account practices that has caused devastating financial consequences for dozens of families. This appears to be a case of deceptive lending that affects an entire class of vulnerable account holders. I am reporting predatory servicing that has caused irreparable harm to the credit histories of vulnerable consumers. The abusive account practices I experienced appears to be consistent with previous enforcement actions against this company. Evidence suggests elder financial abuse across hundreds of affected consumers in my community. Please investigate this issue and take appropriate action. I would appreciate a prompt response to this matter.,Critical
4,0,4,0,2,3,179.39,4.1,1,1,3,"Despite multiple attempts, I cannot get a clear answer about my loan terms. I found an unauthorized charge of $47 on my credit card. Despite multiple attempts, I cannot get a clear answer about the interest rate change. I was charged a service charge that I believe was applied incorrectly. I am submitting this complaint through the federal portal. My account number ends in 2210.",Medium
1,0,0,0,4,66,9.95,5.6,0,0,0,I have a question about automatic payment settings related to my account. Could someone explain the the fee structure associated with my credit card? A small minor fee appeared on my account and I need clarification. I was confused by an unfamiliar charge of a few dollars on my last billing cycle. Please investigate this issue and take appropriate action. I am submitting this complaint through the consumer portal.,Low
3,0,1,4,3,5,712.16,3.7,1,0,2,I was charged an overdraft charge that I believe was applied incorrectly. The company provided misleading information about my loan terms. I am disputing a service charge because I made the payment on time. I found an unauthorized charge of $89 on my auto loan. I would appreciate a prompt response to this matter.,Medium
2,1,1,3,4,202,13.7,5.6,0,1,3,Could someone explain the automatic payment settings associated with my credit card? I received a fee schedule and the balance seems incorrect. A small delayed statement appeared on my account and I need clarification. I received an account summary and the transaction date seems incorrect. Please investigate this issue and take appropriate action. I have attached supporting documentation for your review.,Low
2,1,3,1,1,1,3554.8,11.4,0,1,2,I suspect fraudulent activity involving my credit card account. I am experiencing significant financial hardship as a result of unauthorized changes to my account terms. My credit card was continued reporting inaccurate information without proper notification or justification. The company continued reporting inaccurate information despite my repeated objections. My student loan was froze my account without proper notification or justification. The company denied my application despite my repeated objections. I am submitting this complaint through the regulatory portal. I would appreciate a prompt response to this matter.,High
5,2,0,4,3,48,14.06,2.4,0,0,0,I was confused by a duplicate line item on my last billing cycle. There was a slight overcharge that I would like to understand better. I was confused by an unfamiliar charge of a few dollars on my last billing cycle. My account number ends in 8837. I am submitting this complaint through the consumer portal.,Low
0,0,5,0,4,6,2147.21,21.3,0,1,0,I suspect identity theft involving my bank account account. I am experiencing substantial monetary losses as a result of the wrongful denial of my legitimate claim. My credit score has been significantly harmed due to inaccurate information reported to the credit bureaus. A debt collector used threatening and abusive language regarding a debt I do not owe. I have attached supporting documentation for your review. I would appreciate a prompt response to this matter.,High
5,2,8,3,1,15,7917.69,13.7,1,1,2,This appears to be a case of predatory servicing that affects a widespread pattern across multiple states. I believe the company engaged in discriminatory lending practices targeting non-English-speaking immigrants. The company's repeated targeting of protected classes constitutes a violation of the Fair Debt Collection Practices Act. I am reporting discriminatory pricing that has caused devastating financial consequences for dozens of families. I would appreciate a prompt response to this matter. I have attached supporting documentation for your review.,Critical
4,2,1,3,2,31,54.32,5.1,0,0,2,There was a formatting error that I would like to understand better. Could someone explain the the rewards program associated with my savings account? I was confused by an unfamiliar charge of a few dollars on my last billing cycle. Could someone explain the the rewards program associated with my credit card?. I would appreciate a prompt response to this matter. Please investigate this issue and take appropriate action.,Low
1,0,10,3,4,26,1311.63,6.2,0,0,2,I received an account closure notice even though I have made every payment on time. My credit score has been significantly harmed due to unauthorized changes to my account terms. A debt collector contacted my employer without authorization regarding a debt I do not owe. I would appreciate a prompt response to this matter. My account number ends in 4521.,High
2,1,7,3,4,39,426.72,17.7,1,0,0,A debt collector has been calling me repeatedly at all hours regarding a debt I do not owe. My mortgage was denied my application without proper notification or justification. The company refused to correct the error despite my repeated objections. My credit score has been significantly harmed due to the wrongful denial of my legitimate claim. A debt collector contacted my employer without authorization regarding a debt I do not owe. I would appreciate a prompt response to this matter. Please investigate this issue and take appropriate action.,High
0,2,2,2,1,1,369.67,9.7,1,0,1,My credit score has been negatively affected due to the company's failure to process my payment correctly. I am experiencing substantial monetary losses as a result of the wrongful denial of my legitimate claim. The company froze my account despite my repeated objections. My credit score has been significantly harmed due to the company's failure to process my payment correctly. I have attached supporting documentation for your review.,High
5,0,9,4,3,7,1110.48,6.2,1,0,3,I am experiencing serious damage to my creditworthiness as a result of the company's failure to process my payment correctly. I received a legal action notice even though I never received the required written notice. A debt collector contacted my employer without authorization regarding a debt I do not owe. The company froze my account despite my repeated objections. I am submitting this complaint through the consumer portal. Please investigate this issue and take appropriate action.,High
5,0,2,2,2,21,579.23,4.7,1,0,1,The company provided confusing information about the penalty structure. I have called several times to resolve a wrongful penalty but the problem persists. The company provided confusing information about the dispute resolution process. I was charged a late fee that I believe was applied incorrectly. I have called four times to resolve a disputed charge but the problem persists. Please investigate this issue and take appropriate action. I am submitting this complaint through the regulatory portal.,Medium
2,2,8,0,5,7,13259.04,10.4,1,1,0,This appears to be a case of deceptive lending that affects hundreds of affected consumers in my community. The company's knowing violation of cease-and-desist orders constitutes a violation of the Truth in Lending Act. I am filing this complaint under the Truth in Lending Act due to systematic refusal to provide required disclosures. Please investigate this issue and take appropriate action. I have attached supporting documentation for your review.,Critical
5,2,3,0,1,21,21.64,11.0,1,0,3,I am disputing an annual fee because I was never notified of the policy change. I was charged an overdraft charge that I believe was applied incorrectly. I found an unauthorized charge of $125 on my auto loan. I have called several times to resolve a disputed charge but the problem persists. I would appreciate a prompt response to this matter. My account number ends in 9954.,Medium
5,0,1,3,4,38,152.12,3.7,0,0,2,The company's deliberate falsification of account records constitutes a violation of the Equal Credit Opportunity Act. The discriminatory pricing I experienced appears to be not an isolated incident but a deliberate business strategy. The company's deliberate falsification of account records constitutes a violation of the Fair Debt Collection Practices Act.,Low
0,2,0,2,1,44,237.0,5.1,0,0,0,A small formatting error appeared on my account and I need clarification. I was confused by a delayed statement on my last billing cycle. I received a monthly statement and the posted amount seems incorrect. I noticed a small billing discrepancy on my recent savings account statement. A trivial duplicate line item appeared on my account and I need clarification. My account number ends in 9954. I would appreciate a prompt response to this matter.,Low
3,2,2,4,2,12,5.94,6.7,0,0,0,I have a question about automatic payment settings related to my account. I noticed a delayed statement on my recent savings account statement. I have a question about automatic payment settings related to my account. A minor slight overcharge appeared on my account and I need clarification. I would appreciate a prompt response to this matter. My account number ends in 4521.,Low
4,2,6,4,5,7,8484.22,50.8,1,0,0,I am reporting discriminatory pricing that has caused irreparable harm to the credit histories of vulnerable consumers. I am filing this complaint under the Fair Debt Collection Practices Act due to repeated targeting of protected classes. The company's knowing violation of cease-and-desist orders constitutes a violation of the Truth in Lending Act. I believe the company engaged in systematic consumer fraud targeting low-income families with limited financial literacy. Evidence suggests deliberate regulatory violations across a widespread pattern across multiple states. I would appreciate a prompt response to this matter. I have attached supporting documentation for your review.,Critical
0,2,0,2,3,27,1.13,10.6,0,0,0,Could someone explain the my interest rate associated with my checking account? I received an annual notice and the fee description seems incorrect. I was confused by a duplicate line item on my last billing cycle. I have a question about the fee structure related to my account. I received a fee schedule and the posted amount seems incorrect. I have attached supporting documentation for your review. I would appreciate a prompt response to this matter.,Low
3,1,2,0,4,50,48.73,4.2,0,0,0,I was confused by a duplicate line item on my last billing cycle. I received a monthly statement and the posted amount seems incorrect. I noticed a small billing discrepancy on my recent savings account statement. I am submitting this complaint through the consumer portal. I would appreciate a prompt response to this matter.,Low
5,0,3,4,1,148,68.6,17.9,0,0,3,I have a question about my interest rate related to my account. Could someone explain the the fee structure associated with my savings account? I received a monthly statement and the transaction date seems incorrect. Could someone explain the automatic payment settings associated with my bank account? I received a fee schedule and the fee description seems incorrect. I am submitting this complaint through the consumer portal.,Low
1,1,1,1,2,10,55.65,2.9,0,0,3,I have a question about my interest rate related to my account. I was confused by a formatting error on my last billing cycle. I have a question about my interest rate related to my account. Please investigate this issue and take appropriate action. I am submitting this complaint through the online portal.,Low
4,0,0,2,3,8,7.3,3.5,0,0,0,I was confused by a small billing discrepancy on my last billing cycle. Could someone explain the automatic payment settings associated with my credit card? I noticed a small billing discrepancy on my recent checking account statement. There was a small billing discrepancy that I would like to understand better. I have attached supporting documentation for your review. I am submitting this complaint through the federal portal.,Low
2,2,2,3,1,14,1181.16,11.9,0,0,0,"Despite multiple attempts, I cannot get a clear answer about the interest rate change. I am disputing a service charge because the terms were not clearly disclosed. I found an unauthorized charge of $75 on my credit card. The company provided contradictory information about the dispute resolution process. Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. Please investigate this issue and take appropriate action. I am submitting this complaint through the consumer portal.",Medium
5,2,3,3,3,9,569.09,5.2,1,0,3,The company provided misleading information about the interest rate change. I have called three times to resolve an inaccurate balance but the problem persists. I was charged a service charge that I believe was applied incorrectly. I am disputing a service charge because the charge does not match my records. I have attached supporting documentation for your review.,Medium
3,2,6,4,5,18,825.25,7.5,1,0,2,I am disputing an annual fee because the charge does not match my records. I found an unauthorized charge of $89 on my personal loan. My personal loan account shows a disputed charge and customer service has been unhelpful. I am disputing a service charge because the terms were not clearly disclosed. The company provided incomplete information about the penalty structure. I have called multiple times to resolve an inaccurate balance but the problem persists. I would appreciate a prompt response to this matter. I am submitting this complaint through the online portal.,Medium
2,1,2,3,5,57,17.68,1.1,1,0,2,I noticed a small billing discrepancy on my recent bank account statement. I received an annual notice and the fee description seems incorrect. I noticed a delayed statement on my recent credit card statement. I am submitting this complaint through the consumer portal. Please investigate this issue and take appropriate action.,Low
1,0,7,1,1,7,496.87,6.8,0,0,2,I am experiencing serious damage to my creditworthiness as a result of unauthorized changes to my account terms. A debt collector contacted my employer without authorization regarding a debt I do not owe. My credit card was froze my account without proper notification or justification. I suspect fraudulent activity involving my bank account account. I am experiencing an inability to access my own funds as a result of the company's failure to process my payment correctly. I would appreciate a prompt response to this matter. My account number ends in 3301.,High
4,1,5,4,2,33,2546.84,7.2,0,1,0,I am experiencing serious damage to my creditworthiness as a result of unauthorized changes to my account terms. My bank account was froze my account without proper notification or justification. The company froze my account despite my repeated objections. My student loan was continued reporting inaccurate information without proper notification or justification. I suspect fraudulent activity involving my credit card account. I am experiencing significant financial hardship as a result of the company's failure to process my payment correctly. I would appreciate a prompt response to this matter. My account number ends in 3301.,High
4,1,1,1,5,36,14.2,5.8,0,0,2,There was a slight overcharge that I would like to understand better. I received a fee schedule and the fee description seems incorrect. Could someone explain the overdraft protection policies associated with my savings account?. I am submitting this complaint through the online portal. Please investigate this issue and take appropriate action.,Low
5,0,3,1,2,18,4.42,1.2,0,1,1,I was confused by an unfamiliar charge of a few dollars on my last billing cycle. I received an account summary and the balance seems incorrect. I noticed a small billing discrepancy on my recent credit card statement. There was a slight overcharge that I would like to understand better. I am submitting this complaint through the online portal. I have attached supporting documentation for your review.,Low
1,1,1,0,3,43,65.68,20.8,0,0,3,I found an unauthorized charge of $89 on my credit card. The company provided incomplete information about the penalty structure. My auto loan account shows a wrongful penalty and customer service has been unhelpful. I was charged a service charge that I believe was applied incorrectly. I am disputing an overdraft charge because the charge does not match my records. Please investigate this issue and take appropriate action. I would appreciate a prompt response to this matter.,Medium
3,2,3,2,5,18,78.38,1.9,0,1,1,An insignificant delayed statement appeared on my account and I need clarification. Could someone explain the my interest rate associated with my savings account? I noticed a formatting error on my recent bank account statement. There was a duplicate line item that I would like to understand better. I received an account summary and the posted amount seems incorrect. I am submitting this complaint through the regulatory portal. Please investigate this issue and take appropriate action.,Low
4,1,1,3,2,72,0.94,17.5,0,0,3,There was a formatting error that I would like to understand better. I was confused by a delayed statement on my last billing cycle. I noticed a formatting error on my recent checking account statement. Please investigate this issue and take appropriate action. I am submitting this complaint through the regulatory portal.,Low
2,1,4,4,1,37,159.46,5.7,0,0,2,"I was charged an overdraft charge that I believe was applied incorrectly. I am disputing a late fee because the terms were not clearly disclosed. I have called three times to resolve a wrongful penalty but the problem persists. The company provided contradictory information about the interest rate change. Despite multiple attempts, I cannot get a clear answer about the interest rate change. My account number ends in 8837. I have attached supporting documentation for your review.",Medium
5,0,4,0,1,13,118.08,6.9,0,0,0,There was a duplicate line item that I would like to understand better. Could someone explain the the rewards program associated with my credit card? There was an unfamiliar charge of a few dollars that I would like to understand better. I have attached supporting documentation for your review. I am submitting this complaint through the online portal.,Low
0,2,8,4,2,2,3096.15,36.9,1,0,3,My mortgage was continued reporting inaccurate information without proper notification or justification. I am experiencing serious damage to my creditworthiness as a result of the wrongful denial of my legitimate claim. My student loan was continued reporting inaccurate information without proper notification or justification. I suspect systematic billing manipulation involving my student loan account. I received a legal action notice even though the statute of limitations has clearly expired. I have attached supporting documentation for your review. I am submitting this complaint through the federal portal.,High
3,1,0,0,2,31,31.02,1.6,0,0,1,I was confused by a slight overcharge on my last billing cycle. An insignificant unfamiliar charge of a few dollars appeared on my account and I need clarification. I have a question about overdraft protection policies related to my account. An insignificant minor fee appeared on my account and I need clarification. I was confused by a duplicate line item on my last billing cycle. I have attached supporting documentation for your review.,Low
5,2,1,2,2,26,37.32,4.0,0,0,1,The company's knowing violation of cease-and-desist orders constitutes a violation of UDAAP provisions under Dodd-Frank. I am filing this complaint under the Truth in Lending Act due to systematic refusal to provide required disclosures. The predatory servicing I experienced appears to be indicative of a company-wide compliance failure. The company's deliberate falsification of account records constitutes a violation of the Equal Credit Opportunity Act.,Low
3,2,2,3,5,8,352.09,22.9,0,0,2,"I was charged an annual fee that I believe was applied incorrectly. Despite multiple attempts, I cannot get a clear answer about the interest rate change. My personal loan account shows an inaccurate balance and customer service has been unhelpful. Despite multiple attempts, I cannot get a clear answer about the interest rate change. I would appreciate a prompt response to this matter. I am submitting this complaint through the online portal.",Medium
0,1,2,1,1,167,53.12,1.9,0,0,0,A trivial minor fee appeared on my account and I need clarification. I received a fee schedule and the posted amount seems incorrect. I have a question about the rewards program related to my account. Could someone explain the my interest rate associated with my checking account? A trivial small billing discrepancy appeared on my account and I need clarification. I have attached supporting documentation for your review. My account number ends in 8837.,Low
0,2,7,3,2,18,8798.89,13.3,0,1,2,This appears to be a case of deceptive lending that affects an entire class of vulnerable account holders. I believe the company engaged in predatory targeting of vulnerable populations targeting elderly consumers on fixed incomes. This appears to be a case of deceptive lending that affects hundreds of affected consumers in my community. The company's knowing violation of cease-and-desist orders constitutes a violation of the Fair Debt Collection Practices Act. I would appreciate a prompt response to this matter. My account number ends in 4521.,Critical
2,2,0,2,5,94,115.89,5.7,0,0,0,"The company provided confusing information about my loan terms. I found an unauthorized charge of $200 on my credit card. My auto loan account shows an inaccurate balance and customer service has been unhelpful. Despite multiple attempts, I cannot get a clear answer about the interest rate change. The company provided confusing information about the dispute resolution process. I have called several times to resolve an inaccurate balance but the problem persists. I am submitting this complaint through the regulatory portal. Please investigate this issue and take appropriate action.",Medium
3,2,8,3,5,12,1041.41,12.9,0,1,0,I suspect identity theft involving my credit card account. My student loan was continued reporting inaccurate information without proper notification or justification. The company denied my application despite my repeated objections. My student loan was denied my application without proper notification or justification. The company continued reporting inaccurate information despite my repeated objections. A debt collector contacted my employer without authorization regarding a debt I do not owe. I am experiencing substantial monetary losses as a result of unauthorized changes to my account terms. I have attached supporting documentation for your review. I would appreciate a prompt response to this matter.,High
1,1,10,1,3,24,197.57,4.8,0,0,3,I am disputing an overdraft charge because the charge does not match my records. My auto loan account shows an inaccurate balance and customer service has been unhelpful. I was charged a late fee that I believe was applied incorrectly. I am disputing a service charge because I made the payment on time. I am submitting this complaint through the regulatory portal.,Medium
4,0,7,0,1,35,1056.24,6.8,0,0,1,My bank account was refused to correct the error without proper notification or justification. I am experiencing significant financial hardship as a result of the wrongful denial of my legitimate claim. My student loan was refused to correct the error without proper notification or justification. I am experiencing significant financial hardship as a result of unauthorized changes to my account terms. My mortgage was denied my application without proper notification or justification. Please investigate this issue and take appropriate action. My account number ends in 3301.,High
1,2,2,4,5,18,1528.88,19.0,0,0,3,I am experiencing significant financial hardship as a result of the company's failure to process my payment correctly. My student loan was froze my account without proper notification or justification. A debt collector has been calling me repeatedly at all hours regarding a debt I do not owe. My account number ends in 4521. I would appreciate a prompt response to this matter.,High
2,0,2,2,1,78,54.18,3.4,0,0,1,There was an unfamiliar charge of a few dollars that I would like to understand better. I was confused by a slight overcharge on my last billing cycle. There was a small billing discrepancy that I would like to understand better. Please investigate this issue and take appropriate action. I am submitting this complaint through the federal portal.,Low
2,1,4,2,4,3,193.22,32.8,1,0,3,I am experiencing an inability to access my own funds as a result of the company's failure to process my payment correctly. My mortgage was continued reporting inaccurate information without proper notification or justification. I am experiencing significant financial hardship as a result of the company's failure to process my payment correctly. I am submitting this complaint through the federal portal. Please investigate this issue and take appropriate action.,High
5,2,0,4,2,2,23.13,8.4,0,0,2,"The company provided incomplete information about the penalty structure. Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. I have called four times to resolve an inaccurate balance but the problem persists. I am disputing a service charge because the terms were not clearly disclosed. Please investigate this issue and take appropriate action.",Medium
1,2,1,3,2,167,7.31,1.4,0,1,2,I have a question about my interest rate related to my account. I was confused by a formatting error on my last billing cycle. A small delayed statement appeared on my account and I need clarification. I noticed a minor fee on my recent credit card statement. Could someone explain the the fee structure associated with my credit card?. I am submitting this complaint through the regulatory portal. I have attached supporting documentation for your review.,Low
2,0,2,2,1,9,63.09,6.4,0,0,2,"The company provided misleading information about the dispute resolution process. Despite multiple attempts, I cannot get a clear answer about the penalty structure. My auto loan account shows an inaccurate balance and customer service has been unhelpful. The company provided confusing information about the dispute resolution process. I was charged a late fee that I believe was applied incorrectly. The company provided misleading information about the dispute resolution process. My account number ends in 9954. I would appreciate a prompt response to this matter.",Medium
4,1,5,0,4,9,6387.85,72.8,1,1,3,Evidence suggests discriminatory lending practices across numerous borrowers who have filed similar complaints. The abusive account practices I experienced appears to be part of a broader systemic issue across the industry. I am reporting discriminatory pricing that has caused devastating financial consequences for dozens of families. I am submitting this complaint through the consumer portal. My account number ends in 3301.,Critical
1,1,3,2,5,12,477.66,36.1,1,0,2,I suspect identity theft involving my student loan account. I am experiencing serious damage to my creditworthiness as a result of inaccurate information reported to the credit bureaus. The company denied my application despite my repeated objections. A debt collector contacted my employer without authorization regarding a debt I do not owe. I am experiencing substantial monetary losses as a result of the company's failure to process my payment correctly. I have attached supporting documentation for your review. I would appreciate a prompt response to this matter.,High
0,1,1,3,3,80,22.83,4.7,0,0,0,There was an unfamiliar charge of a few dollars that I would like to understand better. I was confused by a slight overcharge on my last billing cycle. I received a fee schedule and the posted amount seems incorrect. I would appreciate a prompt response to this matter. My account number ends in 4521.,Low
0,0,4,2,2,2,47.53,10.0,0,0,3,I noticed a duplicate line item on my recent credit card statement. I received a monthly statement and the balance seems incorrect. I noticed a slight overcharge on my recent checking account statement. A small delayed statement appeared on my account and I need clarification. Could someone explain the my interest rate associated with my bank account? I noticed a small billing discrepancy on my recent savings account statement. I would appreciate a prompt response to this matter. I am submitting this complaint through the federal portal.,Low
0,2,7,1,1,7,2420.37,56.2,0,0,1,I am experiencing significant financial hardship as a result of the company's failure to process my payment correctly. My student loan was froze my account without proper notification or justification. A debt collector has been calling me repeatedly at all hours regarding a debt I do not owe. I am submitting this complaint through the regulatory portal. I have attached supporting documentation for your review.,High
0,1,2,0,2,28,79.29,1.7,0,0,3,This appears to be a case of deceptive lending that affects numerous borrowers who have filed similar complaints. I am filing this complaint under the Truth in Lending Act due to deliberate falsification of account records. I am reporting unfair debt collection that has caused devastating financial consequences for dozens of families. The company's systematic refusal to provide required disclosures constitutes a violation of the Equal Credit Opportunity Act.,Low
3,0,6,2,4,3,381.27,15.1,1,1,2,I suspect systematic billing manipulation involving my credit card account. A debt collector used threatening and abusive language regarding a debt I do not owe. My credit score has been wrongfully lowered due to unauthorized changes to my account terms. My student loan was continued reporting inaccurate information without proper notification or justification. I would appreciate a prompt response to this matter. I am submitting this complaint through the consumer portal.,High
0,0,6,2,5,20,1894.25,22.2,1,0,2,A debt collector has been calling me repeatedly at all hours regarding a debt I do not owe. I am experiencing significant financial hardship as a result of unauthorized changes to my account terms. The company continued reporting inaccurate information despite my repeated objections. I received a wage garnishment notice even though I have made every payment on time. I am experiencing serious damage to my creditworthiness as a result of unauthorized changes to my account terms. My account number ends in 2210. I am submitting this complaint through the online portal.,High
3,1,5,0,5,19,395.4,3.6,1,1,0,"The company provided incomplete information about my loan terms. I found an unauthorized charge of $125 on my personal loan. Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. I was charged an annual fee that I believe was applied incorrectly. The company provided incomplete information about my loan terms. I would appreciate a prompt response to this matter. Please investigate this issue and take appropriate action.",Medium
0,1,2,4,2,200,5.49,16.5,0,0,0,I was confused by an unfamiliar charge of a few dollars on my last billing cycle. I noticed a slight overcharge on my recent credit card statement. I have a question about my interest rate related to my account. I am submitting this complaint through the federal portal. Please investigate this issue and take appropriate action.,Low
0,1,6,3,4,2,581.98,16.9,0,0,1,I suspect unauthorized account access involving my mortgage account. I received a wage garnishment notice even though I never received the required written notice. I suspect unauthorized account access involving my student loan account. The company denied my application despite my repeated objections. I am submitting this complaint through the regulatory portal. My account number ends in 8837.,High
4,0,3,4,2,32,252.17,15.8,1,0,3,"I was charged a service charge that I believe was applied incorrectly. I found an unauthorized charge of $200 on my personal loan. Despite multiple attempts, I cannot get a clear answer about the interest rate change. I found an unauthorized charge of $350 on my auto loan. I was charged an annual fee that I believe was applied incorrectly. I found an unauthorized charge of $47 on my credit card. I have attached supporting documentation for your review. My account number ends in 9954.",Medium
5,1,6,2,5,4,1044.83,26.5,1,0,1,A debt collector used threatening and abusive language regarding a debt I do not owe. The company froze my account despite my repeated objections. My bank account was froze my account without proper notification or justification. I am experiencing an inability to access my own funds as a result of unauthorized changes to my account terms. Please investigate this issue and take appropriate action. I have attached supporting documentation for your review.,High
5,2,2,3,3,54,151.09,16.3,0,0,0,There was a delayed statement that I would like to understand better. I was confused by a delayed statement on my last billing cycle. I noticed a slight overcharge on my recent checking account statement. I was confused by a minor fee on my last billing cycle. I noticed a slight overcharge on my recent checking account statement. I received a fee schedule and the fee description seems incorrect. Please investigate this issue and take appropriate action. I would appreciate a prompt response to this matter.,Low
4,2,3,1,1,140,13.74,11.7,0,0,3,I received an account summary and the balance seems incorrect. I was confused by a formatting error on my last billing cycle. Could someone explain the automatic payment settings associated with my savings account? I noticed an unfamiliar charge of a few dollars on my recent savings account statement. I have a question about overdraft protection policies related to my account. I am submitting this complaint through the consumer portal. Please investigate this issue and take appropriate action.,Low
1,0,11,0,1,20,2870.13,18.4,1,0,3,Evidence suggests deceptive loan origination practices across an entire class of vulnerable account holders. This appears to be a case of abusive account practices that affects numerous borrowers who have filed similar complaints. I believe the company engaged in systematic consumer fraud targeting low-income families with limited financial literacy. This appears to be a case of predatory servicing that affects a widespread pattern across multiple states. My account number ends in 8837. I have attached supporting documentation for your review.,Critical
5,0,8,3,3,1,198.2,9.3,0,0,1,I am experiencing serious damage to my creditworthiness as a result of the wrongful denial of my legitimate claim. I suspect unauthorized account access involving my mortgage account. I am experiencing significant financial hardship as a result of the wrongful denial of my legitimate claim. I am submitting this complaint through the federal portal. Please investigate this issue and take appropriate action.,High
2,1,6,3,3,4,4408.4,31.6,1,0,0,I am filing this complaint under the Fair Debt Collection Practices Act due to deliberate falsification of account records. I am reporting predatory servicing that has caused devastating financial consequences for dozens of families. The company's deliberate falsification of account records constitutes a violation of UDAAP provisions under Dodd-Frank. I am filing this complaint under the Truth in Lending Act due to systematic refusal to provide required disclosures. The company's systematic refusal to provide required disclosures constitutes a violation of the Fair Credit Reporting Act. I would appreciate a prompt response to this matter. Please investigate this issue and take appropriate action.,Critical
2,2,2,1,5,3,22.0,2.5,0,0,1,I was confused by a formatting error on my last billing cycle. I received a fee schedule and the balance seems incorrect. There was a minor fee that I would like to understand better. I noticed an unfamiliar charge of a few dollars on my recent bank account statement. I received an account summary and the transaction date seems incorrect. I have attached supporting documentation for your review. My account number ends in 8837.,Low
5,1,5,0,2,21,784.8,7.5,0,0,3,"I was charged an annual fee that I believe was applied incorrectly. I have called four times to resolve a disputed charge but the problem persists. Despite multiple attempts, I cannot get a clear answer about my loan terms. I have called several times to resolve an incorrect late fee but the problem persists. Please investigate this issue and take appropriate action. My account number ends in 2210.",Medium
1,0,3,4,3,7,1403.52,31.1,0,0,2,I suspect fraudulent activity involving my credit card account. My credit score has been wrongfully lowered due to unauthorized changes to my account terms. A debt collector contacted my employer without authorization regarding a debt I do not owe. I am experiencing an inability to access my own funds as a result of the company's failure to process my payment correctly. A debt collector has been calling me repeatedly at all hours regarding a debt I do not owe. I have attached supporting documentation for your review.,High
4,1,2,0,3,1,144.26,8.0,0,0,3,"I am disputing an overdraft charge because I was never notified of the policy change. The company provided incomplete information about the penalty structure. My credit card account shows a disputed charge and customer service has been unhelpful. The company provided misleading information about the interest rate change. Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. I have called four times to resolve a disputed charge but the problem persists. I would appreciate a prompt response to this matter.",Medium
3,1,1,3,2,159,20.82,2.7,0,0,0,A small formatting error appeared on my account and I need clarification. I received an annual notice and the posted amount seems incorrect. Could someone explain the overdraft protection policies associated with my credit card? I was confused by a slight overcharge on my last billing cycle. I would appreciate a prompt response to this matter.,Low
5,1,6,0,4,29,426.52,22.7,1,1,1,"I am disputing a late fee because the charge does not match my records. The company provided contradictory information about the penalty structure. Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. I have called three times to resolve a wrongful penalty but the problem persists. I was charged a late fee that I believe was applied incorrectly. I would appreciate a prompt response to this matter. I have attached supporting documentation for your review.",Medium
